ices_code	ices_description	code_type
CB44	2 2' 3 5'-tetrachlorobiphenyl (CB44)	PARAM
CB45	1 1'-Biphenyl  2 2' 3 6-tetrachloro- (CB45)	PARAM
CB46	1 1'-Biphenyl  2 2' 3 6'-tetrachloro- (CB46)	PARAM
CB47	2 2' 4 4'-tetrachlorobiphenyl (CB47)	PARAM
CB47+48	2 2' 4 4'-tetrachlorobiphenyl (CB47) + 1 1'-Biphenyl  2 2' 4 5-tetrachloro- (CB48)	PARAM
CB48	1 1'-Biphenyl  2 2' 4 5-tetrachloro- (CB48)	PARAM
CB49	2 2' 4 5'-tetrachlorobiphenyl (CB49)	PARAM
CB5+8	CB5 + CB8	PARAM
CB50	2 4 6 2'-Tetrachlorobiphenyl	PARAM
CB51	2 2' 4 6'-Tetrachlorobiphenyl (CB51)	PARAM
CB52	2 2' 5 5'-tetrachlorobiphenyl (CB52)	PARAM
CB53	1 1'-Biphenyl  2 2' 5 6'-tetrachloro- (CB53)	PARAM
CB54	1 1'-Biphenyl  2 2' 6 6'-tetrachloro- (CB54)	PARAM
CB55	2 3 4 3'-Tetrachlorobiphenyl (CB55)	PARAM
CB56	2 3 3' 4'-tetrachlorobiphenyl (CB56)	PARAM
CB56+60	CB56 + CB60	PARAM
CB59	2 3 6 3'-Tetrachlorobiphenyl (CB59)	PARAM
CB6	1 1'-Biphenyl  2 3'-dichloro- (CB6)	PARAM
CB60	1 1'-Biphenyl  2 3 4 4'-tetrachloro- (CB60)	PARAM
CB61	2 3 4 5-Tetrachlorobiphenyl (CB61)	PARAM
CB63	1 1'-Biphenyl  2 3 4' 5-tetrachloro- (CB63)	PARAM
CB64	1 1'-Biphenyl  2 3 4' 6-tetrachloro- (CB64)	PARAM
CB64+71	1 1'-Biphenyl  2 3 4' 6-tetrachloro- (CB64) + 1 1'-Biphenyl  2 3' 4' 6-tetrachloro- (CB71)	PARAM
CB65	1 1'-Biphenyl  2 3 5 6-tetrachloro- (CB65)	PARAM
CB66	2 3' 4 4'-tetrachlorobiphenyl (CB66)	PARAM
CB66+95	CB66 + CB95	PARAM
CB67	1 1'-Biphenyl  2 3' 4 5-tetrachloro- (CB67)	PARAM
CB7	1 1'-Biphenyl  2 4-dichloro- (CB7)	PARAM
CB7+9	CB7 + CB9	PARAM
CB70	2 3' 4' 5-tetrachlorobiphenyl (CB70)	PARAM
CB70+76	CB70 + CB76	PARAM
CB70+76+98	CB70 + CB76 + CB98	PARAM
CB71	1 1'-Biphenyl  2 3' 4' 6-tetrachloro- (CB71)	PARAM
CB72	2 3' 5 5'-tetrachlorobiphenyl (CB72)	PARAM
CB74	2 4 4' 5-tetrachlorobiphenyl (CB74)	PARAM
CB76	1 1'-Biphenyl  2 3' 4' 5'-tetrachloro- (CB76)	PARAM
CB77	3 3' 4 4'-tetrachlorobiphenyl (CB77)	PARAM
CB77+110	CB77 + CB110	PARAM
CB81	3 4 4' 5-tetrachlorobiphenyl (CB81)	PARAM
CB81+87	CB81 + CB87	PARAM
CB82	2 2' 3 3' 4'-pentachlorobiphenyl (CB82)	PARAM
CB83	1 1'-Biphenyl  2 2' 3 3' 5-pentachloro- (CB83)	PARAM
CB84	2 2' 3 3' 6-pentachlorobiphenyl (CB84)	PARAM
CB84+101	2 2' 3 3' 6-pentachlorobiphenyl (CB84) + 2 2' 4 5 5'-pentachlorobiphenyl (CB101)	PARAM
CB85	2 2' 3 4 4'-pentachlorobiphenyl (CB85)	PARAM
CB87	2 2' 3 4 5'-pentachlorobiphenyl (CB87)	PARAM
CB89	1 1'-Biphenyl  2 2' 3 4 6'-pentachloro- (CB89)	PARAM
CB9	2 5-Dichlorobiphenyl (CB9)	PARAM
CB90	1 1'-Biphenyl  2 2' 3 4' 5-pentachloro- (CB90)	PARAM
CB90+101	1 1'-Biphenyl  2 2' 3 4' 5-pentachloro- (CB90) + 2 2' 4 5 5'-pentachlorobiphenyl (CB101)	PARAM
CB91	1 1'-Biphenyl  2 2' 3 4' 6-pentachloro- (CB91)	PARAM
CB92	1 1'-Biphenyl  2 2' 3 5 5'-pentachloro- (CB92)	PARAM
CB95	2 2' 3 5' 6-pentachlorobiphenyl (CB95)	PARAM
CB97	2 2' 3' 4 5-pentachlorobiphenyl (CB97)	PARAM
CB98	2 3 2' 4' 6'-Pentachlorobiphenyl (CB98)	PARAM
CB99	2 2' 4 4' 5-pentachlorobiphenyl (CB99)	PARAM
CCDAN	cis-chlordane (alpha-chlordane)	PARAM
CCL4	carbon tetrachloride	PARAM
CD	cadmium	PARAM
CDCEE12	cis-1 2-Dichloroethene	PARAM
CDD1N	1 2 3 7 8-pentachlorodibenzo-p-dioxin	PARAM
CDD4X	1 2 3 4 7 8-hexachlorodibenzo-p-dioxin	PARAM
CDD6P	1 2 3 4 6 7 8-heptachlorodibenzo-p-dioxin	PARAM
CDD6X	1 2 3 6 7 8-hexachlorodibenzo-p-dioxin	PARAM
CDD9X	1 2 3 7 8 9-hexachlorodibenzo-p-dioxin	PARAM
CDDO	1 2 3 4 6 7 8 9-octachlorodibenzo-p-dioxin	PARAM
CDDSN	sum of pentachloro-dibenzo dioxin	PARAM
CDDSP	sum of heptachloro-dibenzo dioxin	PARAM
CDDST	sum of tetrachloro-dibenzo dioxin	PARAM
CDDSX	sum of hexachloro-dibenzo dioxin	PARAM
CDF2N	2 3 4 7 8-pentachlorodibenzofuran	PARAM
CDF2T	2 3 7 8-tetrachloro-dibenzofuran	PARAM
CDF4X	2 3 4 6 7 8-hexachlorodibenzofuran	PARAM
CDF6P	1 2 3 4 6 7 8-heptachlorodibenzofuran	PARAM
CDF6X	1 2 3 6 7 8-hexachlorodibenzofuran	PARAM
CDF9P	1 2 3 4 7 8 9-heptachlorodibenzofuran	PARAM
CDF9X	1 2 3 7 8 9-hexachlorodibenzofuran	PARAM
CDFDN	1 2 3 7 8/1 2 3 4 8-pentachloro-dibenzofuran	PARAM
CDFDX	1 2 3 4 7 8/1 2 3 4 7 9-hexachloro-dibenzofuran	PARAM
CDFO	octachloro-dibenzofuran (group)	PARAM
CDFP1	1 2 3 4 8-pentachlorodibenzofuran	PARAM
CDFP2	1 2 3 7 8-pentachlorodibenzofuran	PARAM
CDFSN	sum of pentachloro-dibenzofuran	PARAM
CDFSP	sum of heptachloro-dibenzofuran	PARAM
CDFST	sum of tetrachloro-dibenzofuran	PARAM
CDFSX	sum of hexachloro-dibenzofuran	PARAM
CDFX1	1 2 3 4 7 8-hexachloro-dibenzofuran	PARAM
CDFX2	1 2 3 4 7 9-hexachloro-dibenzofuran	PARAM
CDOM-400	Colored dissolved organic material -absorbance at 400 nm	PARAM
CDOM-750	Colored dissolved organic material -absorbance at 750 nm	PARAM
CE	cerium	PARAM
CEE1	Chloroethene	PARAM
CHCL3	chloroform	PARAM
CHLAMY	Chlamydia sp.	PARAM
CHLDZ	Chloridazon	PARAM
CHLRA	chlorinity (cf. PSALX). Titration by routine Mohr-Knudsen method (chlorinity ppt). Measurement from water sample (temperature measurement by thermometer assumed).	PARAM
CHLRB	chlorinity (cf. PSALX). Titration by special precision method (chlorinity ppt). Measurement from water sample (temperature measurement by thermometer assumed).	PARAM
CHOLA	cholangioma	PARAM
CHOLC	cholangiocarcinoma	PARAM
CHR	chrysene	PARAM
CHR1OH	1-Hydroxychrysene	PARAM
CHR1OH-QC	1-Hydroxychrysene normalised (QC parameter)	PARAM
CHRM1	1-Methylchrysene	PARAM
CHRM2	Chrysene  2-methyl-	PARAM
CHRM5	Chrysene  5-methyl-	PARAM
CHRTR	chrysene + triphenylene	PARAM
CILIOP	Ciliophora sp.	PARAM
CINOR	inorganic carbon	PARAM
CL	chlorine (deprecated)	PARAM
CL-	Chloride ion	PARAM
CL2	CBs (2 chlorine atoms)	PARAM
CL3	CBs (3 chlorine atoms)	PARAM
CL4	CBs (4 chlorine atoms)	PARAM
CL5	CBs (5 chlorine atoms)	PARAM
CL6	CBs (6 chlorine atoms)	PARAM
CL7	CBs (7 chlorine atoms)	PARAM
CL8	CBs (8 chlorine atoms)	PARAM
CL9	CBs (9 chlorine atoms)	PARAM
CLAV ELL	Clavella sp.	PARAM
CLCFC	clear cell foci	PARAM
CLOF	Clofibric acid	PARAM
CMNB123	Benzene  1-chloro-2-methyl-3-nitro-	PARAM
CMNB124	Benzene  1-chloro-2-methyl-4-nitro-	PARAM
CMNB142	Benzene  1-chloro-4-methyl-2-nitro-	PARAM
CMNB214	Benzene  2-chloro-1-methyl-4-nitro-	PARAM
CMNB412	Benzene  4-chloro-1-methyl-2-nitro-	PARAM
CMP25	2-Chloro-5-methylphenol	PARAM
CMP26	2-Chloro-6-methylphenol	PARAM
CMP42	4-Chloro-2-methylphenol	PARAM
CMP43	4-Chloro-3-methylphenol	PARAM
CMT-QC-NR	COMET assay - number of cells screened	PARAM
CN-	Cyanide ion	PARAM
CNB2	2-Chloronitrobenzene	PARAM
CNB3	3-Nitrochlorobenzene	PARAM
CNB4	4-Nitrochlorobenzene	PARAM
CNDC	electrical conductivity	PARAM
CNONC	cis-nonachlor	PARAM
CNTOT	Cyanides (as total CN)	PARAM
CO	cobalt	PARAM
CO60	cobalt-60	PARAM
CODCr	Chemical oxygen demand (dicromate method)	PARAM
CODMn	Chemical oxygen demand (potassium permanganate method)	PARAM
COR	coronene	PARAM
CORG	organic carbon	PARAM
CPHL	chlorophyll-a	PARAM
CPHLC	chlorophyll-a (SCOR/UNESCO method)	PARAM
CPHLL	chlorophyll-a(Lorenz method)	PARAM
CPM	cis-permethrin	PARAM
CPTN	Captan	PARAM
CR	chromium	PARAM
CR3+	Chromium ion(3+)	PARAM
CR6+	Chromium ion (6+)	PARAM
CRYP COT	Cryptocotyle sp.	PARAM
CS	cesium	PARAM
CS134	cesium-134	PARAM
CS137	cesium-137	PARAM
CTD	Connective-to-diverticular ratio	PARAM
CTOT	total carbon	PARAM
CTPRM	Citalopram	PARAM
CU	copper	PARAM
CVP	Chlorfenvinphos	PARAM
CYAZN	Cyanazine	PARAM
CYFAM	Cyclophosphamide	PARAM
CYFOS	Chlorpyrifos	PARAM
CYFOSM	Chlorpyrifos-methyl	PARAM
CYPM	Cypermethrin	PARAM
DAZPM	Diazepam	PARAM
DBA3A	dibenz[a c/a h]anthracene	PARAM
DBAC	2-(2-Butoxyethoxy)ethyl acetate	PARAM
DBACA	dibenz[a c]anthracene	PARAM
DBAHA	dibenz[a h]anthracene	PARAM
DBAJA	dibenz[a j]anthracene	PARAM
DBDE	di-bromodiphenyl ether (sum of congeners)	PARAM
DBE12	Ethane  1 2-dibromo-	PARAM
DBN	2 6-Dichlorobenzonitrile	PARAM
DBP	dibenzopyrene	PARAM
DBPAE	dibenzo[a e]pyrene	PARAM
DBPAH	Dibenzo[a h]pyrene	PARAM
DBPAI	Dibenzo[a i]pyrene	PARAM
DBPAL	Dibenzo[a l]pyrene	PARAM
DBPH	Phthalic acid  dibutyl ester	PARAM
DBSN+	dibutyltin ion	PARAM
DBT	dibenzothiophene	PARAM
DBTC1	C1-dibenzothiophenes	PARAM
DBTC2	C2-dibenzothiophenes	PARAM
DBTC3	C3-dibenzothiophenes	PARAM
DBTDM46	4 6-Dimethyldibenzothiophene	PARAM
DBTIN	dibutyltin (DBT) - expressed as Sn-atom	PARAM
DBTM2	2-Methyldibenzothiophene	PARAM
DBTTM247	Dibenzothiophene  2 4 7-trimethyl-	PARAM
DCB12	1 2-Dichlorobenzene	PARAM
DCB13	1 3-Dichlorobenzene	PARAM
DCB14	1 4-Dichlorobenzene	PARAM
DCE	1 2-dichloroethane	PARAM
DCE11	1 1-dichloroethane	PARAM
DCEE11	1 1-Dichloroethene	PARAM
DCFOP	o p'-Dicofol	PARAM
DCFPP	p p'-Dicofol	PARAM
DCM	Dichloromethane	PARAM
DCNB24	2 4-Dichloronitrobenzene	PARAM
DCNB25	2 5-Dichloronitrobenzene	PARAM
DCNB34	3 4-Dichloronitrobenzene	PARAM
DCOIT	4 5-Dichloro-2-octyl-4-isothiazolin-3-one	PARAM
DCP23	2 3-dichlorophenol	PARAM
DCP24	2 4-dichlorophenol	PARAM
DCP25	2 5-dichlorophenol	PARAM
DCP26	2 6-dichlorophenol	PARAM
DCP34	3 4-dichlorophenol	PARAM
DCP35	3 5-dichlorophenol	PARAM
DCV	dichlorvos	PARAM
DDCMB	1 4-Dichloro-2 5-bis(dichloromethyl)benzene	PARAM
DDEOP	DDE (o p')	PARAM
DDEPP	DDE (p p')	PARAM
DDTEP	DDT (p p') + DDE (p p')	PARAM
DDTOP	DDT (o p')	PARAM
DDTPP	DDT (p p')	PARAM
DEA	deethyl atrazine	PARAM
DEGNL	Degenerative lesions	PARAM
DEHA	Di(2-ethylhexyl) adipate	PARAM
DEHP	Phthalic acid  bis(2-ethylhexyl) ester	PARAM
DEMT	Demeton	PARAM
DEMTO	Demeton-O	PARAM
DEMTS	Demeton-S	PARAM
DEMTSM	Demeton-S-methyl	PARAM
DEP	Diethyl phthalate	PARAM
DEPH	depth (of sampling)	PARAM
DFLOW	Discharge flow - Riverine discharge flow measured as volume per time (e.g. cubic meter/s) (MATRX=SI)	PARAM
DHXP	Dihexyl phthalate	PARAM
DIA	deisopropylatrazine	PARAM
DIAZN	Diazinon	PARAM
DIBP	Diisobutyl phthalate	PARAM
DIC	dissolved inorganic carbon	PARAM
DICL IDO	Diclidophora merlangi (stages 1-3 specified in MUNIT)	PARAM
DIDP	Diisodecyl phthalate	PARAM
DIELD	dieldrin	PARAM
DIIOP	Diisooctyl phthalate	PARAM
DINP1	1 2-Benzenedicarboxylic acid  di-C8-10-branched alkyl esters  C9-rich	PARAM
DINP2	1 2-Benzenedicarboxylic acid  diisononyl ester	PARAM
DIPLSTOM	Diplostomum sp.	PARAM
DIPP	Diisopentyl phthalate	PARAM
DISPT	distance from point source (MATRX=SI)	PARAM
DISTRW	distance trawled (MATRX=SI)	PARAM
DISTS	distance to shore (MATRX=SI)	PARAM
DIURN	Diuron	PARAM
DKLOF	Diclofenac	PARAM
DMP24	2 4-Dimethylphenol	PARAM
DMT	dimethoate	PARAM
DMTBB	dimethyl TBBP-A  dimethyl tetrabromobisphenol-A (DMTBBPA)	PARAM
DNAAD	DNA adducts	PARAM
DNA-VS	Visual DNA scoring	PARAM
DNOC	Dinitro-o-cresol	PARAM
DNOP	Di-n-octyl phthalate	PARAM
DNSEB	Dinoseb	PARAM
DOC	dissolved organic carbon	PARAM
DOSN+	dioctyltin ion	PARAM
DOTIN	Dioctyltin	PARAM
DOXY	dissolved oxygen	PARAM
DPRFN	Dextropropoxyphen	PARAM
DPSN+	Diphenyltin ion	PARAM
DPTIN	diphenyltin - expressed as Sn-atom	PARAM
DR-LUC-TEQ	DR-LUC Equivalent	PARAM
DRYWT%	dry weight percent	PARAM
DSMTN	Desmetryn	PARAM
DTERG	Detergents	PARAM
DXCYN	Doxycyclin	PARAM
DY	Dysprosium	PARAM
ENALD	Endrin aldehyde	PARAM
END	endrin	PARAM
ENDA	alpha-endosulfan	PARAM
ENDB	beta-endosulfan	PARAM
ENDN	Endosulphan	PARAM
ENDOS	sum of (alpha-endosulfan  beta-endosulfan  endosulphan sulphate)	PARAM
ENDS	endosulfan sulfate	PARAM
ENKET	Endrin ketone	PARAM
ENLPR	Enalapril	PARAM
EOSFC	eosinophilic foci	PARAM
EPID PAP	epidermal hyperplasia/papilloma	PARAM
EPOCL	extractable persistent organically bound chlorine	PARAM
ER	Erbium	PARAM
EROD	EROD - Ethoxyresorufin-O-deethylase - (MUNIT pmol resorufin/mg-protein/min  substrate: 7-ethoxyresorufin)	PARAM
ESTSR	estimated sedimentation rate (ex. mm/year) (MATRX=SI)	PARAM
ETBEN	ethylbenzene	PARAM
ETHFM	Ethofumesate	PARAM
ETPRP	Ethoprophos	PARAM
ETRMF	Etrimfos	PARAM
EU	europium	PARAM
EXLIP%	extractable lipid percent	PARAM
F	Fluorine	PARAM
FATWT%	fat weight percent	PARAM
FE	iron	PARAM
FE2O3	Iron trioxide	PARAM
FECUND	Fecundity (number of eggs per female) report with MATRX BRD (brood)	PARAM
FEN	fenthion	PARAM
FENT	fenitrothion	PARAM
FIBINC	fibrillar inclusions	PARAM
FIBROS	fibrosis	PARAM
FLCFRN	flucofuron	PARAM
FLE	fluorene	PARAM
FLE9OH	9-Hydroxyfluorene	PARAM
FLU	fluoranthene	PARAM
FLU3OH	3-hydroxyfluoranthene	PARAM
FLU3OH-QC	3-hydroxyfluoranthene normalised (QC parameter)	PARAM
FLUM1	Fluoranthene  1-methyl-	PARAM
FLXTN	Fluoxetine	PARAM
FORMD	Formaldehyde	PARAM
FROT	fin rot/erosion (acute/healing)	PARAM
FRSMD	Furosamide	PARAM
FURDN	Carbofuran	PARAM
GA	gallium	PARAM
GD	Gadolinium	PARAM
GE	germanium	PARAM
GLC	Glucose (Matrx blood)	PARAM
GLUG STE	Glugea sp	PARAM
GLYCCV	variable glycogen content	PARAM
GLYPH	glyphosate	PARAM
GOSOI	gonadal somatic index ((gonad weight/whole organism weight) x 100)	PARAM
GR	Glutathione reductase (glutathione-disulfide reductase)	PARAM
GRANLM	granuloma	PARAM
GS>1000<2000	Grain Size Mass Fraction Range >1000 micron - <2000	PARAM
GS>125<250	Grain Size Mass Fraction Range >125 micron - <250	PARAM
GS>20<60	Grain Size Mass Fraction Range >20 micron - <60	PARAM
GS>200<600	Grain Size Mass Fraction Range >200 micron - <600	PARAM
GS>2000<4000	Grain Size Mass Fraction Range >2000 micron - <4000	PARAM
GS>250<500	Grain Size Mass Fraction Range >250 micron - <500	PARAM
GS>4000<8000	Grain Size Mass Fraction Range >4000 micron - <8000	PARAM
GS>500<1000	Grain Size Mass Fraction Range >500 micron - <1000	PARAM
GS>60<200	Grain Size Mass Fraction Range >60 micron - <200	PARAM
GS>600<2000	Grain Size Mass Fraction Range >600 micron - <2000	PARAM
GS>63<125	Grain Size Mass Fraction Range >63 micron - <125	PARAM
GS>63<2000	Grain Size Mass Fraction Range >63 micron - <2000 (sand)	PARAM
GSAMT	amount in grain size fraction (cumulative) (2.2)	PARAM
GSKURT	grain size kurtosis	PARAM
GSMEA	grain size mean	PARAM
GSMED	grain size median	PARAM
GSMF>2000	Grain Size Mass Fraction >2000 micron (gravel)	PARAM
GSMF>8000	Grain Size Mass Fraction >8000 micron	PARAM
GSMF1	Grain Size Mass Fraction <1 micron	PARAM
GSMF1000	Grain Size Mass Fraction <1000 micron	PARAM
GSMF105	Grain Size Mass Fraction <105 micron	PARAM
GSMF1200	Grain Size Mass Fraction <1200 micron	PARAM
GSMF125	Grain Size Mass Fraction <125 micron	PARAM
GSMF15	Grain Size Mass Fraction <15 micron	PARAM
GSMF150	Grain Size Mass Fraction <150 micron	PARAM
GSMF16	Grain Size Mass Fraction <16 micron	PARAM
GSMF1700	Grain Size Mass Fraction <1700 micron	PARAM
GSMF2	Grain Size Mass Fraction <2 micron	PARAM
GSMF20	Grain Size Mass Fraction <20 micron	PARAM
GSMF200	Grain Size Mass Fraction <200 micron	PARAM
GSMF2000	Grain Size Mass Fraction <2000 micron	PARAM
GSMF210	Grain Size Mass Fraction <210 micron	PARAM
GSMF250	Grain Size Mass Fraction <250 micron	PARAM
GSMF3	Grain Size Mass Fraction <3 micron	PARAM
GSMF300	Grain Size Mass Fraction <300 micron	PARAM
GSMF31	Grain Size Mass Fraction <31 micron	PARAM
GSMF4	Grain Size Mass Fraction <4 micron	PARAM
GSMF420	Grain Size Mass Fraction <420 micron	PARAM
GSMF45	Grain Size Mass Fraction <45 micron	PARAM
GSMF50	Grain Size Mass Fraction <50 micron	PARAM
GSMF500	Grain Size Mass Fraction <500 micron	PARAM
GSMF53	Grain Size Mass Fraction <53 micron	PARAM
GSMF600	Grain Size Mass Fraction <600 micron	PARAM
GSMF63	Grain Size Mass Fraction <63 micron (silt/clay)	PARAM
GSMF630	Grain Size Mass Fraction <630 micron	PARAM
GSMF7	Grain Size Mass Fraction <7 micron	PARAM
GSMF75	Grain Size Mass Fraction <75 micron	PARAM
GSMF8	Grain Size Mass Fraction <8 micron	PARAM
GSMF850	Grain Size Mass Fraction <850 micron	PARAM
GSMF90	Grain Size Mass Fraction <90 micron	PARAM
GSPRE	Gonadal stage - Pre-spawning	PARAM
GSPST	Gonadal stage - Post-spawning	PARAM
GSSKEW	grain size skewness	PARAM
GSSORT	grain size sorting	PARAM
GST	glutathionine transferase	PARAM
GUTWTMAX	weight - gutted (maximum)	PARAM
GUTWTMEA	weight - gutted (mean or individual)	PARAM
GUTWTMIN	weight - gutted (minimum)	PARAM
H3	tritium	PARAM
HAPLOS	Haplosporidia sp.	PARAM
HBCD	1 2 5 6 9 10-hexabromocyclododecane	PARAM
HBCDA	alpha-hexabromocyclododecane	PARAM
HBCDB	beta-hexabromocyclododecane	PARAM
HBCDG	gamma-hexabromocyclododecane	PARAM
HCB	hexachlorobenzene	PARAM
HCBD	hexachlorobutadiene	PARAM
HCE	hexachloroethane	PARAM
HCEPC	cis-heptachlorepoxide "(alpha)"	PARAM
HCEPT	trans-heptachlorepoxide "(beta)"	PARAM
HCEPX	heptachlor epoxide	PARAM
HCH	Hexachlorocyclohexane	PARAM
HCHA	alpha-HCH (alpha-hexachlorocyclohexane)	PARAM
HCHB	beta-HCH (beta-hexachlorocyclohexane)	PARAM
HCHD	delta-HCH (delta-hexachlorocyclohexane)	PARAM
HCHE	epsilon-HCH (epsilon-hexachlorocyclohexane)	PARAM
HCHG	gamma-HCH (gamma-hexachlorocyclohexane)	PARAM
HCTZ	Dihydrochlorothiazide	PARAM
HC-U	hydrocarbons - unspecified	PARAM
HEMAGA	hemangioma	PARAM
HEMAPS	hemangiopericytic sarcoma	PARAM
HEMAS	hemangiosarcoma	PARAM
HEMOSD	hemosiderosis	PARAM
HEPBCM	mixed hepatobiliary carcinoma	PARAM
HEPC	heptachlor	PARAM
HEPCA	hepatocellular adenoma	PARAM
HEPCC	hepatocellular carcinoma	PARAM
HEPCNP	hepatocellular and nuclear polymorphism	PARAM
HEXZ	Hexazinone	PARAM
HF	Hafnium	PARAM
HG	mercury	PARAM
HGB	Hemoglobin	PARAM
HGTOR	total organic mercury	PARAM
HO	Holmium	PARAM
HPBDE	hepta-bromodiphenyl ether (sum of congeners)	PARAM
HPCB1	2-exo 3-endo 5-exo-8 9 10 10-heptachlorobornane	PARAM
HPCB2	2 2 5 5 8 9 10-heptachlorobornane	PARAM
HPCB3	2-exo 3-endo 6-exo 8 9 10 10-heptachlorobornane	PARAM
HPCB4	2-exo 3-endo 5-exo 6-exo-8 9 10-heptachlorobornane	PARAM
HPCB5	2-exo 5-exo 6-endo-8 9 10 10-heptachlorobornane  HpCB 4661	PARAM
HPIGM	hyperpigmentation (stages 1-3 or affected number - specify in units)	PARAM
HPSED	2-endo 3-exo 5-endo 6-exo-8 9 10-heptachlorobornane	PARAM
HSUL	hydrogen sulphide (H2S-S)	PARAM
HTMEA	height (mean or individual) (in combination with matrx)	PARAM
HXBDE	hexa-bromodiphenyl ether (sum of congeners)	PARAM
HXSED	2-exo 3-endo 6-exo-8 9 10-hexachlorobornane	PARAM
HYVCBE	hydropic vacuolization of biliary epithelial cells and/or hepatocytes	PARAM
I	iodine	PARAM
I131	iodine-131	PARAM
IBPFN	Ibuprofen	PARAM
ICDP	indeno[1 2 3-cd]pyrene	PARAM
ICHT SPP	Ichthyophonus sp.	PARAM
IFSMD	Ifosfamide	PARAM
IMPF%	% females displaying imposex	PARAM
IMPS	imposex stage (reported for single individual as an integer) used to determine the Penis Classification Index	PARAM
IMPSI	imposex stage index - Deprecated. Use PCI	PARAM
INOPHE4	4-Isononylphenol	PARAM
INTCILPRT	Intracellular ciliates and protistans	PARAM
INTF%	% females displaying intersex	PARAM
INTS	intersex stage	PARAM
INTSI	intersex stage index	PARAM
IOPRTN	Isoproturon	PARAM
IRGA	irgarol 1051	PARAM
ISOD	isodrin	PARAM
K	potassium	PARAM
K2O	Potassium oxide	PARAM
K40	Potassium-40	PARAM
KELVN	kelevan	PARAM
KEPON	kepone	PARAM
KTPFN	Ketoprofen	PARAM
LA	lanthanum	PARAM
LATend	Latitude at end of trawl/tow (MATRX=SI)	PARAM
LATLIP	Lateral lipoidosis (lipoidosis metabolic disorder)	PARAM
LC50	lethal concentration which kills 50% of test organisms	PARAM
LENACL	lenacil	PARAM
LEPE OPH	Lepeophtheirus sp.	PARAM
LERN AEO	Lernaeocera sp.	PARAM
LI	lithium	PARAM
LINRN	linuron	PARAM
LIPIDWT%	lipid weight percent	PARAM
LIPOFU	Lipofucin	PARAM
LISOI	liver somatic index  liver weight/whole organism weight) x 100)	PARAM
LIVE NOD	nodule/tumour	PARAM
LMD	lysosomal membrane destabilization	PARAM
LNFPE	length of female penis (mm) (imposex)	PARAM
LNFPR	length of female prostate gland (mm) (intersex)	PARAM
LNMAX	length (max) (in combination with matrx)	PARAM
LNMEA	length (mean or individual) (in combination with matrx)	PARAM
LNMIN	length (min) (in combination with matrx)	PARAM
LNMPE	length of male penis (mm) (imposex)	PARAM
LNMPR	length of male prostate gland (mm) (intersex)	PARAM
LN-WT-REL	Length-weight relationship (total length)	PARAM
LOIGN	loss on ignition	PARAM
LONend	Longitude at end of trawl/tow (MATRX=SI)	PARAM
LP	Lysosomal labilisation period	PARAM
LT1	Litter - Plastic yoke or ring	PARAM
LT10	Litter - Plastic fragment	PARAM
LT100	Litter - Metal part of radiotransmitter	PARAM
LT101	Litter - Metal part of data storage tag	PARAM
LT102	Litter - Metal part of pit tag	PARAM
LT103	Litter - Metal part of acustic tag	PARAM
LT104	Litter - Metal part of pop up tag	PARAM
LT105	Litter - Metal part of tag undefined	PARAM
LT106	Litter - Metal trap	PARAM
LT107	Litter - Rubber boot	PARAM
LT108	Litter - Rubber balloon	PARAM
LT109	Litter - Rubber fishing related bobbin	PARAM
LT11	Litter - Plastic pellet	PARAM
LT110	Litter - Rubber other car part	PARAM
LT111	Litter - Rubber glove	PARAM
LT112	Litter - Rubber fragment	PARAM
LT113	Litter - Rubber other (request code)	PARAM
LT114	Litter - Rubber tyre	PARAM
LT115	Litter - Rubber band	PARAM
LT116	Litter - Rubber shoe and sandal	PARAM
LT117	Litter - Rubber dunage	PARAM
LT118	Litter - Rubber barrel	PARAM
LT119	Litter - Rubber fender	PARAM
LT12	Litter - Plastic rope	PARAM
LT120	Litter - Rubber buoy	PARAM
LT121	Litter - Rubber hat and helmet	PARAM
LT122	Litter - Rubber traffic cone	PARAM
LT123	Litter - Rubber industrial pellet	PARAM
LT124	Litter - Rubber (unspecified)	PARAM
LT125	Litter - Wood pellet	PARAM
LT126	Litter - Wood fishing related item	PARAM
LT127	Litter - Wood other (request code)	PARAM
LT128	Litter - Wood light stick	PARAM
LT129	Litter - Wood cutlery	PARAM
LT13	Litter - Plastic fishing net	PARAM
LT130	Litter - Wood toy	PARAM
LT131	Litter - Wood tray	PARAM
LT132	Litter - Wood crate	PARAM
LT133	Litter - Wood toothpick	PARAM
LT134	Litter - Wood ice cream stick	PARAM
LT135	Litter - Wood board	PARAM
LT136	Litter - Wood dunnage	PARAM
LT137	Litter - Wood fragment	PARAM
LT138	Litter - Wood barrel	PARAM
LT139	Litter - Wood pallet	PARAM
LT14	Litter - Cotton towel	PARAM
LT140	Litter - Cotton clothes	PARAM
LT141	Litter - Ceramic piece	PARAM
LT142	Litter - Cotton bud with plastic stick	PARAM
LT143	Litter - Cotton rope	PARAM
LT144	Litter - Cotton bud with wood stick	PARAM
LT145	Litter - Cotton medical bandage	PARAM
LT146	Litter - Cotton adhesive plaster	PARAM
LT147	Litter - Cotton string	PARAM
LT148	Litter - Cotton panty liner	PARAM
LT149	Litter - Cotton diaper	PARAM
LT15	Litter - Plastic other (request code)	PARAM
LT150	Litter - Cotton hat	PARAM
